HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2004,PT,Portugal,17,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2005,PT,Portugal,7,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2006,PT,Portugal,32,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2007,PT,Portugal,11,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2008,PT,Portugal,24,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2009,PT,Portugal,20,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2010,PT,Portugal,16,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2011,PT,Portugal,38,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2012,PT,Portugal,14,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2013,PT,Portugal,27,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2014,PT,Portugal,36,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2015,PT,Portugal,50,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2016,PT,Portugal,33,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2017,PT,Portugal,53,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2018,PT,Portugal,68,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2019,PT,Portugal,54,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,S - susceptible isolates,N,2020,PT,Portugal,57,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2001,PT,Portugal,34,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2002,PT,Portugal,14,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2003,PT,Portugal,102,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2004,PT,Portugal,103,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2005,PT,Portugal,93,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2006,PT,Portugal,133,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2007,PT,Portugal,155,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2008,PT,Portugal,166,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2009,PT,Portugal,213,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2010,PT,Portugal,177,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2011,PT,Portugal,200,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2012,PT,Portugal,250,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2013,PT,Portugal,281,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2014,PT,Portugal,311,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2015,PT,Portugal,430,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2016,PT,Portugal,331,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2017,PT,Portugal,467,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2018,PT,Portugal,427,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2019,PT,Portugal,361,
Antimicrobial resistance,Enterococcus faecium|Aminopenicillins,Total tested isolates,N,2020,PT,Portugal,404,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2001,PT,Portugal,85.71428571,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2002,PT,Portugal,83.33333333,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2003,PT,Portugal,91.11842105,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2004,PT,Portugal,94.07894736,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2005,PT,Portugal,98.9090909,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2006,PT,Portugal,94.67005076,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2007,PT,Portugal,98.72340425,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2008,PT,Portugal,68.38966202,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2009,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2010,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2011,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2012,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2013,PT,Portugal,99.62848297,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2014,PT,Portugal,95.14619883,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2015,PT,Portugal,99.32218707,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2016,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2017,PT,Portugal,99.74070872,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2018,PT,Portugal,99.71777986,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2019,PT,Portugal,98.82525697,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness age,%,2020,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2001,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2002,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2003,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2004,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2005,PT,Portugal,98.9090909,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2006,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2007,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2008,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2009,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2010,PT,Portugal,99.66499162,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2011,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2012,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2013,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2014,PT,Portugal,95.14619883,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2015,PT,Portugal,99.09624943,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2016,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2017,PT,Portugal,99.74070872,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2018,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2019,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Data quality,Completeness gender,%,2020,PT,Portugal,99.70134395,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2001,PT,Portugal,7,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2002,PT,Portugal,3,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2003,PT,Portugal,52,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2004,PT,Portugal,61,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2005,PT,Portugal,59,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2006,PT,Portugal,66,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2007,PT,Portugal,76,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2008,PT,Portugal,43,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2009,PT,Portugal,101,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2010,PT,Portugal,98,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2011,PT,Portugal,72,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2012,PT,Portugal,119,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2013,PT,Portugal,111,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2014,PT,Portugal,101,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2015,PT,Portugal,156,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2016,PT,Portugal,112,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2017,PT,Portugal,98,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2018,PT,Portugal,74,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2019,PT,Portugal,84,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,R - resistant isolates,N,2020,PT,Portugal,93,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2001,PT,Portugal,23.33333333,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2002,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2003,PT,Portugal,54.7368421,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2004,PT,Portugal,65.59139784,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,67.81609195,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,52.8,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,49.03225806,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,27.92207792,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,48.5576923,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,53.26086956,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,37.5,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,57.76699029,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,36.15635179,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,34.70790378,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,37.32057416,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,30.93922651,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,23.05882352,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,21.57434402,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,21.81818181,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,28.18181818,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2001,PT,Portugal,30,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2002,PT,Portugal,9,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2003,PT,Portugal,95,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2004,PT,Portugal,93,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2005,PT,Portugal,87,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2006,PT,Portugal,125,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2007,PT,Portugal,155,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2008,PT,Portugal,154,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2009,PT,Portugal,208,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2010,PT,Portugal,184,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2011,PT,Portugal,192,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2012,PT,Portugal,206,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2013,PT,Portugal,307,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2014,PT,Portugal,291,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2015,PT,Portugal,418,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2016,PT,Portugal,362,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2017,PT,Portugal,425,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2018,PT,Portugal,343,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2019,PT,Portugal,385,
Antimicrobial resistance,Enterococcus faecium|High-level gentamicin,Total tested isolates,N,2020,PT,Portugal,330,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2001,PT,Portugal,1,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2002,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2003,PT,Portugal,3,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2004,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2005,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2006,PT,Portugal,1,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2007,PT,Portugal,1,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2008,PT,Portugal,1,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2009,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2010,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2011,PT,Portugal,4,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2012,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2013,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2014,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2015,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2016,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2017,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2018,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2019,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2020,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2001,PT,Portugal,7,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2002,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2003,PT,Portugal,48,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2004,PT,Portugal,44,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2005,PT,Portugal,32,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2006,PT,Portugal,35,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2007,PT,Portugal,46,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2008,PT,Portugal,42,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2009,PT,Portugal,49,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2010,PT,Portugal,44,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2011,PT,Portugal,42,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2012,PT,Portugal,60,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2013,PT,Portugal,77,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2014,PT,Portugal,73,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2015,PT,Portugal,93,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2016,PT,Portugal,31,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2017,PT,Portugal,33,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2018,PT,Portugal,19,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2019,PT,Portugal,37,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,R - resistant isolates,N,2020,PT,Portugal,31,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2000,PT,Portugal,-,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2001,PT,Portugal,20.58823529,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2002,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2003,PT,Portugal,46.60194174,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2004,PT,Portugal,42.3076923,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2005,PT,Portugal,33.68421052,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2006,PT,Portugal,25.73529411,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2007,PT,Portugal,29.11392405,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2008,PT,Portugal,23.72881355,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2009,PT,Portugal,22.58064516,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2010,PT,Portugal,23.40425531,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2011,PT,Portugal,20.19230769,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2012,PT,Portugal,23.3463035,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2013,PT,Portugal,22,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2014,PT,Portugal,20.11019283,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2015,PT,Portugal,20.2614379,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2016,PT,Portugal,7.54257907,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2017,PT,Portugal,7.1583514,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2018,PT,Portugal,4.35779816,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2019,PT,Portugal,9.02439024,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,"R - resistant isolates, percentage  ",%,2020,PT,Portugal,7.76942355,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2001,PT,Portugal,26,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2002,PT,Portugal,13,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2003,PT,Portugal,52,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2004,PT,Portugal,60,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2005,PT,Portugal,63,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2006,PT,Portugal,100,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2007,PT,Portugal,111,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2008,PT,Portugal,134,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2009,PT,Portugal,168,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2010,PT,Portugal,144,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2011,PT,Portugal,162,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2012,PT,Portugal,197,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2013,PT,Portugal,273,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2014,PT,Portugal,290,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2015,PT,Portugal,366,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2016,PT,Portugal,380,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2017,PT,Portugal,428,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2018,PT,Portugal,417,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2019,PT,Portugal,373,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,S - susceptible isolates,N,2020,PT,Portugal,368,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2000,PT,Portugal,0,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2001,PT,Portugal,34,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2002,PT,Portugal,13,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2003,PT,Portugal,103,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2004,PT,Portugal,104,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2005,PT,Portugal,95,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2006,PT,Portugal,136,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2007,PT,Portugal,158,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2008,PT,Portugal,177,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2009,PT,Portugal,217,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2010,PT,Portugal,188,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2011,PT,Portugal,208,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2012,PT,Portugal,257,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2013,PT,Portugal,350,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2014,PT,Portugal,363,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2015,PT,Portugal,459,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2016,PT,Portugal,411,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2017,PT,Portugal,461,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2018,PT,Portugal,436,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2019,PT,Portugal,410,
Antimicrobial resistance,Enterococcus faecium|Vancomycin,Total tested isolates,N,2020,PT,Portugal,399,
